genome_name,isolate_genus,isolate_species,strain,msk_id,Module,Description,pathway_completeness
Butyricimonas_synergistica_DSM23225,NA,NA,NA,NA,MF0129,crotonyl-CoA to butyrate VII,0.3333333333333333
Odoribacter_splanchnicus_DSM20712,NA,NA,NA,NA,MF0129,crotonyl-CoA to butyrate VII,0.3333333333333333
Bacteroides_stercoris_ATCC43183,NA,NA,NA,NA,MF0129,crotonyl-CoA to butyrate VII,0.6666666666666666
Parabacteroides_johnsonii_DSM18315,NA,NA,NA,NA,MF0129,crotonyl-CoA to butyrate VII,0
Phocaeicola_vulgatus_ATCC8482,NA,NA,NA,NA,MF0129,crotonyl-CoA to butyrate VII,0.6666666666666666
Phocaeicola_coprocola_DSM17136,NA,NA,NA,NA,MF0129,crotonyl-CoA to butyrate VII,0.6666666666666666
Alistipes_putredinis_DSM17216,NA,NA,NA,NA,MF0129,crotonyl-CoA to butyrate VII,0.3333333333333333
Bacteroides_thetaiotaomicron_VPI_5482,NA,NA,NA,NA,MF0129,crotonyl-CoA to butyrate VII,0.6666666666666666
Alistipes_communis_5CBH24,NA,NA,NA,NA,MF0129,crotonyl-CoA to butyrate VII,0.3333333333333333
Bacteroides_eggerthii_DSM20697,NA,NA,NA,NA,MF0129,crotonyl-CoA to butyrate VII,0.6666666666666666
Alistipes_shahii_WAL8301,NA,NA,NA,NA,MF0129,crotonyl-CoA to butyrate VII,0.3333333333333333
Bacteroides_caccae_ATCC43185,NA,NA,NA,NA,MF0129,crotonyl-CoA to butyrate VII,0.6666666666666666
Bacteroides_cellulosilyticus_DSM14838,NA,NA,NA,NA,MF0129,crotonyl-CoA to butyrate VII,0.6666666666666666
Phocaeicola_dorei_DSM17855,NA,NA,NA,NA,MF0129,crotonyl-CoA to butyrate VII,0.6666666666666666
Alistipes_finegoldii_DSM17242,NA,NA,NA,NA,MF0129,crotonyl-CoA to butyrate VII,0.3333333333333333
Alistipes_onderdonkii_WAL8169,NA,NA,NA,NA,MF0129,crotonyl-CoA to butyrate VII,0.3333333333333333
Bacteroides_ovatus_ATCC8483,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Parabacteroides_merdae_ATCC43184,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Phocaeicola_massiliensis_B84634,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Bacteroides_uniformis_ATCC8492,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Prevotella_copri_DSM18205,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Bacteroides_fragilis_NCTC9343,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Prevotella_buccalis_ATCC35310,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Escherichia_coli_K_12_MG1655,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0.5
Bacteroides_finegoldii_DSM17565,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Bacteroides_thetaiotaomicron_DFI_3_60B,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Bacteroides_xylanisolvens_XB1A,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Bacteroides_faecis_MAJ27,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Parabacteroides_distasonis_ATCC8503,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Bacteroides_nordii_FDAARGOS_1461,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Butyricimonas_paravirosa_DSM105722,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0.5
Bacteroides_salyersiae_WAL10018,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Prevotella_stercorea_DSM18206,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Bacteroides_intestinalis_DSM17393,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Butyricimonas_synergistica_DSM23225,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0.5
Odoribacter_splanchnicus_DSM20712,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0.5
Bacteroides_stercoris_ATCC43183,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Parabacteroides_johnsonii_DSM18315,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Phocaeicola_vulgatus_ATCC8482,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Phocaeicola_coprocola_DSM17136,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Alistipes_putredinis_DSM17216,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0.5
Bacteroides_thetaiotaomicron_VPI_5482,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Alistipes_communis_5CBH24,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Bacteroides_eggerthii_DSM20697,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Alistipes_shahii_WAL8301,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Bacteroides_caccae_ATCC43185,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Bacteroides_cellulosilyticus_DSM14838,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Phocaeicola_dorei_DSM17855,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Alistipes_finegoldii_DSM17242,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Alistipes_onderdonkii_WAL8169,NA,NA,NA,NA,MF0130,crotonyl-CoA to butyrate VIII,0
Bacteroides_ovatus_ATCC8483,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Parabacteroides_merdae_ATCC43184,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Phocaeicola_massiliensis_B84634,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Bacteroides_uniformis_ATCC8492,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Prevotella_copri_DSM18205,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Bacteroides_fragilis_NCTC9343,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Prevotella_buccalis_ATCC35310,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Escherichia_coli_K_12_MG1655,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,1
Bacteroides_finegoldii_DSM17565,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Bacteroides_thetaiotaomicron_DFI_3_60B,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Bacteroides_xylanisolvens_XB1A,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Bacteroides_faecis_MAJ27,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Parabacteroides_distasonis_ATCC8503,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Bacteroides_nordii_FDAARGOS_1461,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Butyricimonas_paravirosa_DSM105722,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0.5
Bacteroides_salyersiae_WAL10018,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Prevotella_stercorea_DSM18206,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Bacteroides_intestinalis_DSM17393,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Butyricimonas_synergistica_DSM23225,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0.5
Odoribacter_splanchnicus_DSM20712,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0.5
Bacteroides_stercoris_ATCC43183,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Parabacteroides_johnsonii_DSM18315,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Phocaeicola_vulgatus_ATCC8482,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Phocaeicola_coprocola_DSM17136,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Alistipes_putredinis_DSM17216,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0.5
Bacteroides_thetaiotaomicron_VPI_5482,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Alistipes_communis_5CBH24,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Bacteroides_eggerthii_DSM20697,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Alistipes_shahii_WAL8301,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Bacteroides_caccae_ATCC43185,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Bacteroides_cellulosilyticus_DSM14838,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Phocaeicola_dorei_DSM17855,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Alistipes_finegoldii_DSM17242,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Alistipes_onderdonkii_WAL8169,NA,NA,NA,NA,MF0131,crotonyl-CoA to butyrate IX,0
Bacteroides_ovatus_ATCC8483,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Parabacteroides_merdae_ATCC43184,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Phocaeicola_massiliensis_B84634,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Bacteroides_uniformis_ATCC8492,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Prevotella_copri_DSM18205,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Bacteroides_fragilis_NCTC9343,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Prevotella_buccalis_ATCC35310,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Escherichia_coli_K_12_MG1655,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0.5
Bacteroides_finegoldii_DSM17565,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Bacteroides_thetaiotaomicron_DFI_3_60B,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Bacteroides_xylanisolvens_XB1A,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Bacteroides_faecis_MAJ27,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Parabacteroides_distasonis_ATCC8503,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Bacteroides_nordii_FDAARGOS_1461,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Butyricimonas_paravirosa_DSM105722,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0.5
Bacteroides_salyersiae_WAL10018,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Prevotella_stercorea_DSM18206,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Bacteroides_intestinalis_DSM17393,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Butyricimonas_synergistica_DSM23225,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0.5
Odoribacter_splanchnicus_DSM20712,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0.5
Bacteroides_stercoris_ATCC43183,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Parabacteroides_johnsonii_DSM18315,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Phocaeicola_vulgatus_ATCC8482,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Phocaeicola_coprocola_DSM17136,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Alistipes_putredinis_DSM17216,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0.5
Bacteroides_thetaiotaomicron_VPI_5482,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Alistipes_communis_5CBH24,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Bacteroides_eggerthii_DSM20697,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Alistipes_shahii_WAL8301,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Bacteroides_caccae_ATCC43185,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Bacteroides_cellulosilyticus_DSM14838,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Phocaeicola_dorei_DSM17855,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Alistipes_finegoldii_DSM17242,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Alistipes_onderdonkii_WAL8169,NA,NA,NA,NA,MF0132,crotonyl-CoA to butyrate X,0
Bacteroides_ovatus_ATCC8483,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Parabacteroides_merdae_ATCC43184,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Phocaeicola_massiliensis_B84634,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Bacteroides_uniformis_ATCC8492,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Prevotella_copri_DSM18205,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Bacteroides_fragilis_NCTC9343,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Prevotella_buccalis_ATCC35310,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Escherichia_coli_K_12_MG1655,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0.5
Bacteroides_finegoldii_DSM17565,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Bacteroides_thetaiotaomicron_DFI_3_60B,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Bacteroides_xylanisolvens_XB1A,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Bacteroides_faecis_MAJ27,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Parabacteroides_distasonis_ATCC8503,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Bacteroides_nordii_FDAARGOS_1461,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Butyricimonas_paravirosa_DSM105722,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0.5
Bacteroides_salyersiae_WAL10018,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Prevotella_stercorea_DSM18206,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Bacteroides_intestinalis_DSM17393,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Butyricimonas_synergistica_DSM23225,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0.5
Odoribacter_splanchnicus_DSM20712,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0.5
Bacteroides_stercoris_ATCC43183,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Parabacteroides_johnsonii_DSM18315,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Phocaeicola_vulgatus_ATCC8482,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Phocaeicola_coprocola_DSM17136,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Alistipes_putredinis_DSM17216,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0.5
Bacteroides_thetaiotaomicron_VPI_5482,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Alistipes_communis_5CBH24,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Bacteroides_eggerthii_DSM20697,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Alistipes_shahii_WAL8301,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Bacteroides_caccae_ATCC43185,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Bacteroides_cellulosilyticus_DSM14838,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Phocaeicola_dorei_DSM17855,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Alistipes_finegoldii_DSM17242,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Alistipes_onderdonkii_WAL8169,NA,NA,NA,NA,MF0133,crotonyl-CoA to butyrate XI,0
Bacteroides_ovatus_ATCC8483,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Parabacteroides_merdae_ATCC43184,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Phocaeicola_massiliensis_B84634,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Bacteroides_uniformis_ATCC8492,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Prevotella_copri_DSM18205,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Bacteroides_fragilis_NCTC9343,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Prevotella_buccalis_ATCC35310,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Escherichia_coli_K_12_MG1655,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0.5
Bacteroides_finegoldii_DSM17565,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Bacteroides_thetaiotaomicron_DFI_3_60B,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Bacteroides_xylanisolvens_XB1A,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Bacteroides_faecis_MAJ27,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Parabacteroides_distasonis_ATCC8503,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Bacteroides_nordii_FDAARGOS_1461,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Butyricimonas_paravirosa_DSM105722,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,1
Bacteroides_salyersiae_WAL10018,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Prevotella_stercorea_DSM18206,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Bacteroides_intestinalis_DSM17393,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Butyricimonas_synergistica_DSM23225,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,1
Odoribacter_splanchnicus_DSM20712,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,1
Bacteroides_stercoris_ATCC43183,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Parabacteroides_johnsonii_DSM18315,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Phocaeicola_vulgatus_ATCC8482,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Phocaeicola_coprocola_DSM17136,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Alistipes_putredinis_DSM17216,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,1
Bacteroides_thetaiotaomicron_VPI_5482,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Alistipes_communis_5CBH24,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Bacteroides_eggerthii_DSM20697,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Alistipes_shahii_WAL8301,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Bacteroides_caccae_ATCC43185,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Bacteroides_cellulosilyticus_DSM14838,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Phocaeicola_dorei_DSM17855,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Alistipes_finegoldii_DSM17242,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Alistipes_onderdonkii_WAL8169,NA,NA,NA,NA,MF0134,crotonyl-CoA to butyrate XII,0
Bacteroides_ovatus_ATCC8483,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Parabacteroides_merdae_ATCC43184,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Phocaeicola_massiliensis_B84634,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Bacteroides_uniformis_ATCC8492,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Prevotella_copri_DSM18205,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Bacteroides_fragilis_NCTC9343,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Prevotella_buccalis_ATCC35310,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Escherichia_coli_K_12_MG1655,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0.5
Bacteroides_finegoldii_DSM17565,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Bacteroides_thetaiotaomicron_DFI_3_60B,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Bacteroides_xylanisolvens_XB1A,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Bacteroides_faecis_MAJ27,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Parabacteroides_distasonis_ATCC8503,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Bacteroides_nordii_FDAARGOS_1461,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Butyricimonas_paravirosa_DSM105722,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0.5
Bacteroides_salyersiae_WAL10018,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Prevotella_stercorea_DSM18206,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Bacteroides_intestinalis_DSM17393,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Butyricimonas_synergistica_DSM23225,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0.5
Odoribacter_splanchnicus_DSM20712,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0.5
Bacteroides_stercoris_ATCC43183,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Parabacteroides_johnsonii_DSM18315,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Phocaeicola_vulgatus_ATCC8482,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Phocaeicola_coprocola_DSM17136,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Alistipes_putredinis_DSM17216,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0.5
Bacteroides_thetaiotaomicron_VPI_5482,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Alistipes_communis_5CBH24,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Bacteroides_eggerthii_DSM20697,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Alistipes_shahii_WAL8301,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Bacteroides_caccae_ATCC43185,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Bacteroides_cellulosilyticus_DSM14838,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Phocaeicola_dorei_DSM17855,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Alistipes_finegoldii_DSM17242,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Alistipes_onderdonkii_WAL8169,NA,NA,NA,NA,MF0135,crotonyl-CoA to butyrate XIII,0
Bacteroides_ovatus_ATCC8483,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
Parabacteroides_merdae_ATCC43184,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
Phocaeicola_massiliensis_B84634,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
Bacteroides_uniformis_ATCC8492,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
Prevotella_copri_DSM18205,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
Bacteroides_fragilis_NCTC9343,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
Prevotella_buccalis_ATCC35310,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
Escherichia_coli_K_12_MG1655,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0.5
Bacteroides_finegoldii_DSM17565,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
Bacteroides_thetaiotaomicron_DFI_3_60B,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
Bacteroides_xylanisolvens_XB1A,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
Bacteroides_faecis_MAJ27,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
Parabacteroides_distasonis_ATCC8503,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
Bacteroides_nordii_FDAARGOS_1461,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
Butyricimonas_paravirosa_DSM105722,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0.5
Bacteroides_salyersiae_WAL10018,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
Prevotella_stercorea_DSM18206,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
Bacteroides_intestinalis_DSM17393,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
Butyricimonas_synergistica_DSM23225,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0.5
Odoribacter_splanchnicus_DSM20712,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0.5
Bacteroides_stercoris_ATCC43183,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
Parabacteroides_johnsonii_DSM18315,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
Phocaeicola_vulgatus_ATCC8482,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
Phocaeicola_coprocola_DSM17136,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
Alistipes_putredinis_DSM17216,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0.5
Bacteroides_thetaiotaomicron_VPI_5482,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
Alistipes_communis_5CBH24,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
Bacteroides_eggerthii_DSM20697,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
Alistipes_shahii_WAL8301,NA,NA,NA,NA,MF0136,crotonyl-CoA to butyrate XIV,0
